Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Year
446;Marko Simonovic;C;23;CHI;7;0;2.9;0.3;1.0;0.286;0.1;0.6;0.25;0.1;0.4;0.333;0.357;0.1;0.3;0.5;0.1;0.1;0.3;0.0;0.0;0.0;0.0;0.7;0.9;2022-2023
447;Anfernee Simons;SG;23;POR;62;62;35.0;7.5;16.9;0.447;3.4;9.1;0.377;4.1;7.8;0.528;0.548;2.6;2.9;0.894;0.3;2.3;2.6;4.1;0.7;0.2;2.1;2.3;21.1;2022-2023
448;Jericho Sims;C;24;NYK;52;16;15.6;1.6;2.1;0.776;0.0;0.0;0.0;1.6;2.0;0.783;0.776;0.2;0.3;0.75;1.9;2.8;4.7;0.5;0.3;0.5;0.5;1.8;3.4;2022-2023
449;Marcus Smart;PG;28;BOS;61;61;32.1;4.1;9.9;0.415;1.9;5.6;0.336;2.2;4.3;0.519;0.511;1.4;1.9;0.746;0.8;2.4;3.1;6.3;1.5;0.4;2.3;2.8;11.5;2022-2023
450;Dennis Smith Jr.;PG;25;CHO;54;15;25.7;3.4;8.4;0.412;0.4;2.1;0.216;3.0;6.3;0.475;0.438;1.4;2.0;0.736;0.5;2.6;3.1;4.8;1.4;0.5;1.5;2.3;8.8;2022-2023
451;Dru Smith;SG;25;TOT;15;1;10.5;1.2;3.0;0.4;0.3;1.3;0.263;0.9;1.7;0.5;0.456;0.2;0.2;1.0;0.1;1.5;1.6;1.5;0.7;0.3;0.2;1.5;2.9;2022-2023
451;Dru Smith;SG;25;MIA;5;1;13.4;1.0;2.8;0.357;0.2;1.2;0.167;0.8;1.6;0.5;0.393;0.0;0.0;0.0;0.2;1.6;1.8;1.0;0.8;0.6;0.2;2.0;2.2;2022-2023
451;Dru Smith;SG;25;BRK;10;0;9.1;1.3;3.1;0.419;0.4;1.3;0.308;0.9;1.8;0.5;0.484;0.3;0.3;1.0;0.1;1.4;1.5;1.7;0.6;0.1;0.2;1.3;3.3;2022-2023
452;Ish Smith;PG;34;DEN;43;0;9.3;1.2;3.0;0.397;0.0;0.3;0.167;1.2;2.8;0.42;0.405;0.0;0.1;0.5;0.1;1.1;1.3;2.3;0.2;0.2;1.0;0.8;2.5;2022-2023
453;Jabari Smith Jr.;PF;19;HOU;79;79;31.0;4.6;11.3;0.408;1.5;4.9;0.307;3.1;6.3;0.487;0.475;2.1;2.6;0.786;1.5;5.7;7.2;1.3;0.5;0.9;1.3;2.9;12.8;2022-2023
454;Jalen Smith;PF;22;IND;68;31;18.8;3.6;7.5;0.476;0.8;2.8;0.283;2.8;4.7;0.593;0.53;1.5;2.0;0.759;1.9;3.9;5.8;1.0;0.3;0.9;1.1;2.3;9.4;2022-2023
455;Xavier Sneed;SF;25;CHO;4;0;12.0;1.3;2.5;0.5;0.8;1.5;0.5;0.5;1.0;0.5;0.65;1.0;1.0;1.0;0.0;1.3;1.3;1.3;0.0;0.3;0.8;1.8;4.3;2022-2023
456;Jeremy Sochan;PF;19;SAS;56;53;26.0;4.5;9.9;0.453;0.6;2.4;0.246;3.9;7.5;0.519;0.483;1.4;2.1;0.698;1.7;3.6;5.3;2.5;0.8;0.4;1.7;2.5;11.0;2022-2023
457;Jaden Springer;SG;20;PHI;16;2;5.6;1.1;2.2;0.486;0.1;0.3;0.4;0.9;1.9;0.5;0.514;0.4;0.5;0.75;0.4;0.5;0.9;0.5;0.4;0.2;0.2;0.9;2.6;2022-2023
458;Lamar Stevens;PF;25;CLE;62;25;18.1;2.1;4.6;0.448;0.5;1.5;0.316;1.6;3.1;0.513;0.5;0.6;0.9;0.702;0.8;2.6;3.3;0.5;0.4;0.3;0.4;1.3;5.3;2022-2023
459;Isaiah Stewart;C;21;DET;50;47;28.3;3.9;8.8;0.442;1.3;4.1;0.327;2.6;4.7;0.542;0.518;2.2;3.0;0.738;2.3;5.8;8.1;1.4;0.4;0.7;1.4;2.7;11.3;2022-2023
460;Max Strus;SF;26;MIA;80;33;28.4;4.1;9.9;0.41;2.5;7.0;0.35;1.6;2.8;0.559;0.535;1.0;1.1;0.876;0.6;2.6;3.2;2.1;0.5;0.2;0.9;2.1;11.5;2022-2023
461;Jalen Suggs;PG;21;ORL;53;19;23.5;3.5;8.4;0.419;1.2;3.8;0.327;2.3;4.6;0.496;0.493;1.6;2.2;0.723;1.0;2.0;3.0;2.9;1.3;0.5;1.8;2.3;9.9;2022-2023
462;Edmond Sumner;SG;27;BRK;53;12;13.9;2.3;5.1;0.461;0.6;1.6;0.356;1.8;3.4;0.511;0.519;1.9;2.0;0.917;0.2;1.2;1.5;1.3;0.6;0.2;0.9;1.6;7.1;2022-2023
463;Cole Swider;SF;23;LAL;7;0;5.9;0.4;1.3;0.333;0.4;1.1;0.375;0.0;0.1;0.0;0.5;0.0;0.0;0.0;0.1;0.9;1.0;0.6;0.0;0.0;0.0;0.4;1.3;2022-2023
464;Jae'Sean Tate;SF;27;HOU;31;7;21.8;3.5;7.4;0.48;0.4;1.5;0.283;3.1;5.9;0.53;0.509;1.6;2.2;0.725;1.3;2.5;3.8;2.7;0.7;0.2;1.5;3.4;9.1;2022-2023
465;Jayson Tatum;PF;24;BOS;74;74;36.9;9.8;21.1;0.466;3.2;9.3;0.35;6.6;11.8;0.558;0.543;7.2;8.4;0.854;1.1;7.7;8.8;4.6;1.1;0.7;2.9;2.2;30.1;2022-2023
466;Terry Taylor;PF;23;TOT;31;2;8.5;1.3;2.4;0.52;0.2;0.6;0.263;1.1;1.8;0.607;0.553;0.2;0.4;0.545;0.9;0.6;1.5;0.3;0.1;0.2;0.3;0.8;2.9;2022-2023
466;Terry Taylor;PF;23;IND;26;2;8.8;1.2;2.5;0.462;0.2;0.7;0.222;1.0;1.8;0.553;0.492;0.2;0.3;0.714;0.8;0.7;1.5;0.4;0.1;0.2;0.3;0.9;2.7;2022-2023
466;Terry Taylor;PF;23;CHI;5;0;7.2;1.8;2.0;0.9;0.2;0.2;1.0;1.6;1.8;0.889;0.95;0.2;0.8;0.25;1.0;0.6;1.6;0.0;0.0;0.2;0.0;0.4;4.0;2022-2023
467;Garrett Temple;SG;36;NOP;25;0;6.5;0.7;1.8;0.4;0.4;1.0;0.423;0.3;0.8;0.368;0.522;0.1;0.2;0.75;0.2;0.5;0.7;0.5;0.4;0.1;0.2;0.6;2.0;2022-2023
468;Dalen Terry;SG;20;CHI;38;0;5.6;0.8;1.9;0.444;0.2;0.7;0.259;0.7;1.2;0.556;0.493;0.4;0.6;0.667;0.3;0.7;1.0;0.6;0.3;0.1;0.2;0.6;2.2;2022-2023
469;Daniel Theis;C;30;IND;7;1;15.6;3.0;6.3;0.477;0.3;1.6;0.182;2.7;4.7;0.576;0.5;0.7;1.7;0.417;1.0;2.1;3.1;1.3;0.3;0.9;0.4;1.0;7.0;2022-2023
470;Cam Thomas;SG;21;BRK;57;4;16.6;3.5;8.0;0.441;0.9;2.3;0.383;2.6;5.7;0.464;0.497;2.6;3.1;0.868;0.1;1.5;1.7;1.4;0.4;0.1;1.1;1.0;10.6;2022-2023
471;Klay Thompson;SG;32;GSW;69;69;33.0;7.9;18.1;0.436;4.4;10.6;0.412;3.6;7.6;0.47;0.556;1.7;1.9;0.879;0.6;3.6;4.1;2.4;0.7;0.4;1.8;1.9;21.9;2022-2023
472;JT Thor;PF;20;CHO;69;8;14.0;1.4;3.4;0.399;0.6;1.8;0.317;0.8;1.7;0.487;0.481;0.5;0.7;0.702;0.5;1.7;2.2;0.5;0.3;0.3;0.6;1.0;3.8;2022-2023
473;Matisse Thybulle;SG;25;TOT;71;28;16.9;1.5;3.6;0.435;0.8;2.1;0.365;0.8;1.5;0.533;0.542;0.3;0.4;0.679;0.6;1.4;2.0;0.7;1.2;0.5;0.3;1.6;4.1;2022-2023
473;Matisse Thybulle;SG;25;PHI;49;6;12.1;1.0;2.4;0.431;0.4;1.3;0.333;0.6;1.1;0.547;0.522;0.2;0.2;0.75;0.4;0.9;1.3;0.5;0.9;0.3;0.2;1.3;2.7;2022-2023
473;Matisse Thybulle;SG;25;POR;22;22;27.7;2.7;6.2;0.438;1.5;3.9;0.388;1.2;2.4;0.519;0.558;0.5;0.7;0.625;0.9;2.6;3.5;1.4;1.7;0.8;0.7;2.2;7.4;2022-2023
474;Xavier Tillman Sr.;PF;24;MEM;61;29;19.3;3.1;5.0;0.614;0.1;0.2;0.267;3.0;4.8;0.632;0.621;0.8;1.5;0.551;2.0;3.0;5.0;1.6;1.0;0.5;0.7;1.6;7.0;2022-2023
475;Isaiah Todd;PF;21;WAS;6;1;10.2;0.5;3.2;0.158;0.2;1.7;0.1;0.3;1.5;0.222;0.184;0.3;0.3;1.0;0.3;1.7;2.0;0.7;0.2;0.0;0.3;0.7;1.5;2022-2023
476;Obi Toppin;PF;24;NYK;67;5;15.7;2.8;6.3;0.446;1.3;3.7;0.344;1.5;2.6;0.593;0.548;0.6;0.7;0.809;0.4;2.4;2.8;1.0;0.3;0.2;0.6;1.0;7.4;2022-2023
477;Juan Toscano-Anderson;SF;29;TOT;52;9;13.5;1.2;2.8;0.448;0.2;0.8;0.186;1.1;1.9;0.56;0.476;0.4;0.5;0.792;0.5;1.8;2.4;1.3;0.3;0.2;0.7;1.5;3.0;2022-2023
477;Juan Toscano-Anderson;SF;29;LAL;30;7;12.2;1.1;2.2;0.5;0.1;0.7;0.2;1.0;1.5;0.63;0.53;0.4;0.5;0.733;0.5;1.6;2.0;0.8;0.3;0.2;0.6;1.5;2.7;2022-2023
477;Juan Toscano-Anderson;SF;29;UTA;22;2;15.2;1.4;3.5;0.403;0.2;1.0;0.174;1.2;2.5;0.5;0.429;0.4;0.4;0.889;0.6;2.2;2.9;1.8;0.3;0.1;0.8;1.5;3.4;2022-2023
478;Karl-Anthony Towns;PF;27;MIN;29;29;33.0;7.3;14.8;0.495;2.1;5.7;0.366;5.2;9.1;0.576;0.565;4.1;4.7;0.874;1.7;6.5;8.1;4.8;0.7;0.6;3.0;3.8;20.8;2022-2023
479;Gary Trent Jr.;SG;24;TOR;66;44;32.1;6.1;14.2;0.433;2.5;6.8;0.369;3.6;7.3;0.493;0.522;2.6;3.1;0.839;0.5;2.2;2.6;1.6;1.6;0.2;0.8;1.5;17.4;2022-2023
480;P.J. Tucker;PF;37;PHI;75;75;25.6;1.3;3.0;0.427;0.7;1.9;0.393;0.5;1.1;0.482;0.549;0.3;0.3;0.826;1.3;2.7;3.9;0.8;0.5;0.2;0.6;2.4;3.5;2022-2023
481;Myles Turner;C;26;IND;62;62;29.4;6.5;11.8;0.548;1.5;4.0;0.373;5.0;7.8;0.638;0.612;3.5;4.5;0.783;1.4;6.1;7.5;1.4;0.6;2.3;1.7;3.5;18.0;2022-2023
482;Stanley Umude;SG;23;DET;1;0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;2022-2023
483;Jonas Valan?i?nas;C;30;NOP;79;79;24.9;5.6;10.3;0.547;0.5;1.4;0.349;5.2;8.9;0.577;0.57;2.3;2.8;0.826;2.8;7.3;10.2;1.8;0.3;0.7;2.0;3.1;14.1;2022-2023
484;Jarred Vanderbilt;PF;23;TOT;78;65;24.1;3.2;5.8;0.548;0.4;1.2;0.322;2.8;4.6;0.604;0.58;1.2;1.8;0.691;2.2;5.3;7.5;2.4;1.1;0.3;1.2;2.4;7.9;2022-2023
484;Jarred Vanderbilt;PF;23;UTA;52;41;24.1;3.3;6.0;0.556;0.4;1.1;0.333;3.0;4.9;0.606;0.587;1.3;2.0;0.657;2.3;5.5;7.9;2.7;1.0;0.3;1.3;2.6;8.3;2022-2023
484;Jarred Vanderbilt;PF;23;LAL;26;24;24.0;2.8;5.4;0.529;0.4;1.3;0.303;2.5;4.1;0.598;0.564;1.1;1.4;0.784;1.9;4.8;6.7;1.6;1.2;0.2;1.1;2.2;7.2;2022-2023
485;Fred VanVleet;PG;28;TOR;69;69;36.7;6.3;16.1;0.393;3.0;8.8;0.342;3.3;7.3;0.455;0.486;3.7;4.1;0.898;0.4;3.6;4.1;7.2;1.8;0.6;2.0;2.8;19.3;2022-2023
486;Devin Vassell;SG;22;SAS;38;32;31.0;6.9;15.7;0.439;2.7;7.0;0.387;4.2;8.7;0.48;0.525;2.1;2.6;0.78;0.2;3.7;3.9;3.6;1.1;0.4;1.5;1.5;18.5;2022-2023
487;Gabe Vincent;PG;26;MIA;68;34;25.9;3.4;8.3;0.402;1.7;5.1;0.334;1.6;3.2;0.512;0.505;1.0;1.1;0.872;0.4;1.7;2.1;2.5;0.9;0.1;1.4;2.3;9.4;2022-2023
488;Noah Vonleh;C;27;BOS;23;1;7.4;0.5;1.0;0.458;0.0;0.2;0.25;0.4;0.9;0.5;0.479;0.1;0.1;1.0;0.8;1.3;2.1;0.3;0.1;0.3;0.5;1.5;1.1;2022-2023
489;Nikola Vu?evi?;C;32;CHI;82;82;33.5;7.3;14.0;0.52;1.5;4.2;0.349;5.8;9.8;0.594;0.573;1.6;1.9;0.835;1.9;9.1;11.0;3.2;0.7;0.7;1.7;2.2;17.6;2022-2023
490;Dean Wade;PF;26;CLE;44;13;20.3;1.7;4.0;0.412;1.0;2.9;0.354;0.6;1.1;0.56;0.54;0.3;0.5;0.652;0.5;3.0;3.4;0.8;0.6;0.5;0.4;2.0;4.7;2022-2023
491;Franz Wagner;SF;21;ORL;80;80;32.6;6.8;14.0;0.485;1.6;4.5;0.361;5.2;9.5;0.544;0.543;3.4;4.0;0.842;0.9;3.2;4.1;3.5;1.0;0.2;2.1;2.3;18.6;2022-2023
492;Moritz Wagner;C;25;ORL;57;18;19.5;3.5;6.9;0.5;0.9;2.9;0.313;2.6;4.1;0.631;0.564;2.7;3.2;0.841;1.2;3.3;4.5;1.5;0.6;0.2;1.2;2.4;10.5;2022-2023
493;Ish Wainright;SF;28;PHO;60;2;15.3;1.4;3.8;0.37;1.0;2.9;0.329;0.5;0.9;0.5;0.496;0.4;0.5;0.839;0.8;1.6;2.3;0.9;0.6;0.4;0.4;2.0;4.2;2022-2023
494;Jabari Walker;SF;20;POR;56;0;11.1;1.5;3.5;0.419;0.3;1.0;0.286;1.2;2.5;0.472;0.46;0.6;0.8;0.756;0.9;1.5;2.3;0.6;0.2;0.2;0.5;1.2;3.9;2022-2023
495;Kemba Walker;PG;32;DAL;9;1;16.0;2.7;6.3;0.421;0.8;3.1;0.25;1.9;3.2;0.586;0.482;1.9;2.3;0.81;0.3;1.4;1.8;2.1;0.2;0.2;0.4;1.2;8.0;2022-2023
496;Lonnie Walker IV;SG;24;LAL;56;32;23.2;4.2;9.4;0.448;1.6;4.4;0.365;2.6;5.0;0.522;0.534;1.6;1.9;0.858;0.3;1.7;1.9;1.1;0.5;0.3;0.8;1.3;11.7;2022-2023
497;John Wall;PG;32;LAC;34;3;22.2;4.1;9.9;0.408;1.0;3.2;0.303;3.1;6.7;0.459;0.457;2.3;3.3;0.681;0.4;2.3;2.7;5.2;0.8;0.4;2.4;1.7;11.4;2022-2023
498;T.J. Warren;PF-SF;29;TOT;42;0;16.4;3.1;6.4;0.489;0.5;1.6;0.328;2.6;4.8;0.542;0.53;0.7;0.8;0.8;0.6;2.3;2.9;1.0;0.5;0.3;0.5;1.5;7.5;2022-2023
498;T.J. Warren;PF;29;BRK;26;0;18.8;3.9;7.7;0.51;0.6;1.8;0.333;3.3;5.8;0.566;0.55;1.0;1.3;0.818;0.5;2.3;2.8;1.1;0.6;0.3;0.7;1.7;9.5;2022-2023
498;T.J. Warren;SF;29;PHO;16;0;12.3;1.9;4.4;0.429;0.4;1.2;0.316;1.5;3.2;0.471;0.471;0.1;0.1;0.5;0.8;2.3;3.1;0.7;0.4;0.3;0.2;1.3;4.2;2022-2023
499;Duane Washington Jr.;SG;22;PHO;31;3;12.7;3.0;8.3;0.367;1.3;3.6;0.36;1.7;4.7;0.372;0.445;0.5;0.8;0.667;0.1;1.1;1.2;2.0;0.2;0.1;1.1;0.7;7.9;2022-2023
500;P.J. Washington;PF;24;CHO;73;73;32.6;5.9;13.4;0.444;2.0;5.9;0.348;3.9;7.5;0.518;0.52;1.7;2.4;0.73;1.0;3.9;4.9;2.4;0.9;1.1;1.5;2.6;15.7;2022-2023
501;TyTy Washington Jr.;PG;21;HOU;31;2;14.0;1.9;5.2;0.363;0.6;2.6;0.238;1.3;2.6;0.488;0.422;0.3;0.6;0.556;0.1;1.4;1.5;1.5;0.5;0.1;0.5;0.9;4.7;2022-2023
502;Yuta Watanabe;SF;28;BRK;58;1;16.0;2.0;4.0;0.491;1.0;2.3;0.444;0.9;1.7;0.557;0.621;0.6;0.8;0.723;0.5;1.9;2.4;0.8;0.4;0.3;0.4;1.4;5.6;2022-2023
503;Lindy Waters III;SG;25;OKC;41;0;13.0;1.7;4.3;0.393;1.4;4.0;0.358;0.3;0.4;0.75;0.556;0.4;0.5;0.8;0.4;1.4;1.8;0.7;0.3;0.3;0.2;1.0;5.2;2022-2023
504;Trendon Watford;PF;22;POR;62;12;19.1;2.9;5.2;0.56;0.4;1.0;0.391;2.5;4.2;0.602;0.599;1.2;1.6;0.72;0.7;3.2;3.8;2.1;0.5;0.2;1.1;1.9;7.4;2022-2023
505;Peyton Watson;SG;20;DEN;23;2;8.1;1.3;2.6;0.492;0.3;0.6;0.429;1.0;2.0;0.511;0.542;0.5;0.9;0.55;0.3;1.3;1.6;0.5;0.1;0.5;0.3;0.6;3.3;2022-2023
506;Blake Wesley;SG;19;SAS;37;1;18.1;1.9;5.8;0.321;0.5;1.4;0.385;1.3;4.4;0.301;0.367;0.7;1.2;0.591;0.3;1.9;2.2;2.7;0.7;0.1;1.8;1.8;5.0;2022-2023
507;Russell Westbrook;PG;34;TOT;73;24;29.1;5.9;13.6;0.436;1.2;3.9;0.311;4.7;9.7;0.487;0.481;2.8;4.3;0.656;1.2;4.6;5.8;7.5;1.0;0.5;3.5;2.2;15.9;2022-2023
507;Russell Westbrook;PG;34;LAL;52;3;28.7;5.8;14.0;0.417;1.2;4.1;0.296;4.6;9.9;0.467;0.46;3.0;4.6;0.655;1.1;5.0;6.2;7.5;1.0;0.4;3.5;2.3;15.9;2022-2023
507;Russell Westbrook;PG;34;LAC;21;21;30.2;6.1;12.5;0.489;1.2;3.5;0.356;4.9;9.0;0.54;0.538;2.4;3.6;0.658;1.4;3.4;4.9;7.6;1.1;0.5;3.4;2.0;15.8;2022-2023
508;Coby White;SG;22;CHI;74;2;23.4;3.6;8.0;0.443;1.7;4.6;0.372;1.8;3.4;0.54;0.551;0.8;0.9;0.871;0.2;2.6;2.9;2.8;0.7;0.1;1.0;1.6;9.7;2022-2023
509;Derrick White;SG;28;BOS;82;70;28.3;4.3;9.2;0.462;1.8;4.8;0.381;2.5;4.5;0.548;0.56;2.0;2.3;0.875;0.6;2.9;3.6;3.9;0.7;0.9;1.2;2.2;12.4;2022-2023
510;Jack White;SF;25;DEN;17;0;3.9;0.5;1.1;0.421;0.2;0.5;0.333;0.3;0.6;0.5;0.5;0.1;0.2;0.667;0.4;0.6;1.0;0.2;0.2;0.1;0.1;0.5;1.2;2022-2023
511;Joe Wieskamp;SF;23;TOR;9;0;5.6;0.3;1.6;0.214;0.3;1.3;0.25;0.0;0.2;0.0;0.321;0.0;0.0;0.0;0.0;0.4;0.4;0.3;0.0;0.0;0.1;0.3;1.0;2022-2023
512;Aaron Wiggins;SG;24;OKC;70;14;18.5;2.7;5.2;0.512;0.7;1.7;0.393;2.0;3.4;0.573;0.579;0.8;1.0;0.831;1.0;2.0;3.0;1.1;0.6;0.2;0.8;1.6;6.8;2022-2023
513;Andrew Wiggins;SF;27;GSW;37;37;32.2;6.8;14.3;0.473;2.4;6.1;0.396;4.4;8.2;0.53;0.557;1.2;1.9;0.611;1.6;3.4;5.0;2.3;1.2;0.8;1.3;2.9;17.1;2022-2023
514;Lindell Wigginton;PG;24;MIL;7;1;12.4;2.6;5.3;0.486;0.9;2.6;0.333;1.7;2.7;0.632;0.568;1.1;1.3;0.889;0.0;1.0;1.0;2.0;0.0;0.3;1.7;1.0;7.1;2022-2023
515;Alondes Williams;SG;23;BRK;1;0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;2022-2023
516;Donovan Williams;SG;21;ATL;2;0;2.0;1.0;2.5;0.4;0.0;1.0;0.0;1.0;1.5;0.667;0.4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2022-2023
517;Grant Williams;PF;24;BOS;79;23;25.9;2.7;6.0;0.454;1.5;3.7;0.395;1.3;2.3;0.546;0.575;1.2;1.5;0.77;1.1;3.5;4.6;1.7;0.5;0.4;1.0;2.4;8.1;2022-2023
518;Jalen Williams;SG;21;OKC;75;62;30.3;5.5;10.6;0.521;1.0;2.7;0.356;4.5;7.9;0.579;0.567;2.1;2.5;0.812;1.1;3.4;4.5;3.3;1.4;0.5;1.6;2.5;14.1;2022-2023
519;Jaylin Williams;PF;20;OKC;49;36;18.7;2.1;4.8;0.436;0.9;2.3;0.407;1.1;2.5;0.463;0.534;0.8;1.1;0.704;0.9;4.0;4.9;1.6;0.6;0.2;0.8;2.3;5.9;2022-2023
520;Jeenathan Williams;SG;23;POR;5;4;25.4;4.8;7.8;0.615;0.6;1.6;0.375;4.2;6.2;0.677;0.654;0.4;0.6;0.667;2.0;1.0;3.0;2.0;0.6;0.4;0.8;2.6;10.6;2022-2023
521;Kenrich Williams;PF;28;OKC;53;10;22.8;3.4;6.5;0.517;0.9;2.5;0.373;2.4;4.0;0.608;0.59;0.3;0.7;0.436;1.8;3.1;4.9;2.0;0.8;0.3;0.6;2.1;8.0;2022-2023
522;Mark Williams;C;21;CHO;43;17;19.3;3.7;5.8;0.637;0.0;0.0;0.0;3.7;5.8;0.637;0.637;1.6;2.3;0.691;2.2;4.9;7.1;0.4;0.7;1.0;0.9;2.2;9.0;2022-2023
523;Patrick Williams;PF;21;CHI;82;65;28.3;3.8;8.3;0.464;1.4;3.4;0.415;2.4;4.9;0.498;0.549;1.1;1.3;0.857;1.0;3.0;4.0;1.2;0.9;0.9;1.2;1.8;10.2;2022-2023
524;Robert Williams;C;25;BOS;35;20;23.5;3.6;4.9;0.747;0.0;0.0;0.0;3.6;4.8;0.751;0.747;0.7;1.2;0.61;3.0;5.4;8.3;1.4;0.6;1.4;1.0;1.9;8.0;2022-2023
525;Vince Williams Jr.;SG;22;MEM;15;1;7.0;0.8;2.7;0.3;0.3;1.9;0.143;0.5;0.8;0.667;0.35;0.1;0.1;1.0;0.3;0.7;1.0;0.3;0.4;0.1;0.3;0.8;2.0;2022-2023
526;Ziaire Williams;SF;21;MEM;37;4;15.2;2.3;5.3;0.429;0.7;2.6;0.258;1.6;2.7;0.596;0.492;0.5;0.6;0.773;0.4;1.7;2.1;0.9;0.4;0.2;1.0;1.6;5.7;2022-2023
527;Zion Williamson;PF;22;NOP;29;29;33.0;9.8;16.2;0.608;0.2;0.7;0.368;9.6;15.5;0.618;0.615;6.1;8.6;0.714;2.0;5.0;7.0;4.6;1.1;0.6;3.4;2.2;26.0;2022-2023
528;Dylan Windler;SF;26;CLE;3;0;3.3;0.7;1.0;0.667;0.3;0.7;0.5;0.3;0.3;1.0;0.833;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.0;0.3;0.0;1.7;2022-2023
529;Justise Winslow;SF;26;POR;29;11;26.8;2.8;6.8;0.409;0.5;1.6;0.311;2.3;5.3;0.438;0.444;0.7;1.0;0.714;1.7;3.3;5.0;3.4;1.0;0.4;1.5;3.1;6.8;2022-2023
530;James Wiseman;C;21;TOT;45;22;19.3;4.2;7.5;0.558;0.1;0.4;0.2;4.1;7.1;0.58;0.563;1.5;2.2;0.701;1.6;4.3;5.9;0.7;0.2;0.6;1.1;2.4;10.0;2022-2023
530;James Wiseman;C;21;GSW;21;0;12.5;2.8;4.5;0.628;0.0;0.1;0.5;2.8;4.4;0.63;0.633;1.2;1.8;0.684;0.9;2.6;3.5;0.7;0.1;0.3;0.7;1.9;6.9;2022-2023
530;James Wiseman;C;21;DET;24;22;25.2;5.4;10.2;0.531;0.1;0.8;0.167;5.3;9.5;0.559;0.537;1.8;2.5;0.712;2.3;5.8;8.1;0.7;0.2;0.8;1.5;2.9;12.7;2022-2023
531;Christian Wood;C;27;DAL;67;17;25.9;5.9;11.5;0.515;1.6;4.2;0.376;4.3;7.3;0.594;0.583;3.2;4.2;0.772;1.3;6.0;7.3;1.8;0.4;1.1;1.8;2.5;16.6;2022-2023
532;Delon Wright;PG;30;WAS;50;14;24.4;2.8;5.8;0.474;0.8;2.4;0.345;1.9;3.4;0.564;0.545;1.0;1.2;0.867;1.2;2.4;3.6;3.9;1.8;0.3;0.9;1.2;7.4;2022-2023
533;McKinley Wright IV;PG;24;DAL;27;1;12.4;1.7;3.6;0.469;0.3;1.0;0.321;1.4;2.6;0.529;0.515;0.5;0.7;0.684;0.3;1.4;1.7;2.1;0.3;0.2;0.7;0.9;4.2;2022-2023
534;Gabe York;SG;29;IND;3;0;18.7;2.7;7.0;0.381;2.0;6.0;0.333;0.7;1.0;0.667;0.524;0.7;0.7;1.0;0.0;2.0;2.0;1.7;0.7;0.0;0.0;1.7;8.0;2022-2023
535;Thaddeus Young;PF;34;TOR;54;9;14.7;2.0;3.7;0.545;0.1;0.6;0.176;1.9;3.0;0.622;0.561;0.3;0.5;0.692;1.3;1.8;3.1;1.4;1.0;0.1;0.8;1.6;4.4;2022-2023
536;Trae Young;PG;24;ATL;73;73;34.8;8.2;19.0;0.429;2.1;6.3;0.335;6.1;12.7;0.476;0.485;7.8;8.8;0.886;0.8;2.2;3.0;10.2;1.1;0.1;4.1;1.4;26.2;2022-2023
537;Omer Yurtseven;C;24;MIA;9;0;9.2;1.8;3.0;0.593;0.3;0.8;0.429;1.4;2.2;0.65;0.648;0.6;0.7;0.833;0.9;1.7;2.6;0.2;0.2;0.2;0.4;1.8;4.4;2022-2023
538;Cody Zeller;C;30;MIA;15;2;14.5;2.5;3.9;0.627;0.0;0.1;0.0;2.5;3.8;0.649;0.627;1.6;2.3;0.686;1.7;2.6;4.3;0.7;0.2;0.3;0.9;2.2;6.5;2022-2023
539;Ivica Zubac;C;25;LAC;76;76;28.6;4.3;6.8;0.634;0.0;0.0;0.0;4.3;6.7;0.637;0.634;2.2;3.1;0.697;3.1;6.8;9.9;1.0;0.4;1.3;1.5;2.9;10.8;2022-2023
1;Precious Achiuwa;C-PF;24;TOT;74;18;21.9;3.2;6.3;0.501;0.4;1.3;0.268;2.8;5.0;0.562;0.529;0.9;1.5;0.616;2.6;4.0;6.6;1.3;0.6;0.9;1.1;1.9;7.6;2023-2024
1;Precious Achiuwa;C;24;TOR;25;0;17.5;3.1;6.8;0.459;0.5;1.9;0.277;2.6;4.9;0.528;0.497;1.0;1.7;0.571;2.0;3.4;5.4;1.8;0.6;0.5;1.2;1.6;7.7;2023-2024
1;Precious Achiuwa;PF;24;NYK;49;18;24.2;3.2;6.1;0.525;0.3;1.0;0.26;2.9;5.1;0.578;0.547;0.9;1.4;0.643;2.9;4.3;7.2;1.1;0.6;1.1;1.1;2.1;7.6;2023-2024
2;Bam Adebayo;C;26;MIA;71;71;34.0;7.5;14.3;0.521;0.2;0.6;0.357;7.3;13.7;0.528;0.529;4.1;5.5;0.755;2.2;8.1;10.4;3.9;1.1;0.9;2.3;2.2;19.3;2023-2024
